,ID,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Product_Name,Date,Rating_Score,Reviews,Link,Product_ID
1806,3140,0.0,0.656,0.344,0.6369,0.0026447477284818888,0.06907687336206436,0.9282783269882202,Optimum-Nutrition-Standard-Protein-Strawberry,2022-04-09,5.0,"
The best tasting protein powder that I’ve ever purchased
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B07PD797QL
1807,3141,0.032,0.812,0.156,0.9198,0.0035185832530260086,0.0290480125695467,0.9674333930015564,Optimum-Nutrition-Standard-Protein-Strawberry,2019-11-26,4.0,"
I had used this brand for years off and on with other names brands. It is very good. It tastes good and blends very well in a shaker or in the blender. Most of the time I put it into a smoothie with spinach, Kale, with different types of fruits. I may add super greens powder in it. Over all it tastes great.Just a side note. No matter what type of protein powder you used you must put in the work if you want a nice body. This just an supplement. Not magic lol.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B07PD797QL
1808,3142,0.0,0.256,0.744,0.4404,0.007300089579075575,0.10555532574653625,0.8871445059776306,Optimum-Nutrition-Standard-Protein-Strawberry,2022-05-13,5.0,"
Tastes good
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B07PD797QL
1809,3144,0.1,0.9,0.0,-0.1139,0.43240538239479065,0.5484291911125183,0.01916542276740074,Optimum-Nutrition-Standard-Protein-Strawberry,2022-04-02,3.0,"
How am i supposed to know how much protein to add without a scoop?
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B07PD797QL
1810,3145,0.0,0.734,0.266,0.4404,0.012347251176834106,0.11671638488769531,0.8709363341331482,Optimum-Nutrition-Standard-Protein-Strawberry,2022-02-17,5.0,"
tastes good and the serving isnt too much powder
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=5,B07PD797QL
1811,3146,0.093,0.788,0.119,0.0288,0.8347122669219971,0.1399863213300705,0.025301426649093628,Optimum-Nutrition-Standard-Protein-Strawberry,2022-08-17,1.0,"
I needed this product for muscle recover after weight training. I tried the product as recommended but it immediately made me sick. I couldn't keep it down most likely due to the milk it contains and certain ingredients. It's not catered to sensitive stomachs, and my doc recommended I discontinue. However I wasn't aware it was non returnable, but now I am stuck with it. The seller won't let me return and wish they'd stand by their gold label. What shall I do with 2-3 pounds of this when I cannot drink it? So unfortunate. If the seller were to reach out it would make me incrediblyhappy knowing they stand by their product and it's quality. This could have been a quality issue, in which that's not my fault. Dear Seller, please step up and allow me to return.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B07PD797QL
1812,3147,0.0,1.0,0.0,0.0,0.22789353132247925,0.626886785030365,0.14521969854831696,Optimum-Nutrition-Standard-Protein-Strawberry,2022-11-26,2.0,"
None
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B07PD797QL
1813,3148,0.021,0.787,0.192,0.9329,0.0034747375175356865,0.01508965715765953,0.9814355969429016,Optimum-Nutrition-Standard-Protein-Strawberry,2020-09-01,5.0,"
I've only used this product twice so far but the taste is spectacular! Much better than most brands I have used. The ingredients seem legit as well. This one is nice as it tastes good with just water while most other brands are hard to swallow, although I much prefer to use milk. I will def. be getting this again when I need a refill!
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B07PD797QL
1814,3149,0.034,0.863,0.103,0.7262,0.3766164779663086,0.3427182734012604,0.28066524863243103,Optimum-Nutrition-Standard-Protein-Strawberry,2021-01-26,3.0,"
I recently purchased this based on all the reviews I read and was somewhat disappointed in the taste. I do not like it as much as others are raving. I felt is was lacking in flavor. Vanilla Ice Cream is much better. Blending power is great though. I put it in the special cup I purchased and it always turns out perfect. Wish this had a little more strawberry flavor and not much a chemical flavor. I probably would not buy again based on flavor but instead would switch to another flavor by Optimum Nutrition.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B07PD797QL
1815,3150,0.156,0.644,0.201,0.4228,0.16724124550819397,0.28723663091659546,0.545522153377533,Optimum-Nutrition-Standard-Protein-Strawberry,2022-08-31,2.0,"
I’ve tried the vanilla flavor before and loved it. I bought this one because I love strawberry. I was disappointed by the flavor as it was a very weak flavor.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B07PD797QL
1816,3151,0.022,0.765,0.213,0.888,0.005791151896119118,0.05566855147480965,0.9385402798652649,Optimum-Nutrition-Standard-Protein-Strawberry,2021-01-20,5.0,"
The product is 100% original, mixes easily with water milk and juice and has a good taste. (If you dont want it to taste chemically my advice is to choose simple flavors (strawberry, chocolate)).It actually is a great deal for 24g of high quality protein per serving.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B07PD797QL
1817,3152,0.129,0.613,0.258,0.2732,0.4815896153450012,0.4489154517650604,0.06949494034051895,Optimum-Nutrition-Standard-Protein-Strawberry,2021-12-21,3.0,"
It could be better and I don’t want to risk getting kidney stones
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B07PD797QL
1818,3153,0.133,0.698,0.168,0.0258,0.7524548768997192,0.20599186420440674,0.04155322536826134,Optimum-Nutrition-Standard-Protein-Strawberry,2022-06-28,2.0,"
Tried the strawberry creme. It smelled like a hazardous chemical, and I hated to medicine-like taste.  I liked the vanilla and the double chocolate though.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B07PD797QL
1819,3154,0.0,0.615,0.385,0.784,0.009766814298927784,0.04366330802440643,0.9465698599815369,Optimum-Nutrition-Standard-Protein-Strawberry,2021-08-22,5.0,"
The taste of this flavor is perfect! I hope they never change it.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B07PD797QL
1820,3155,0.0,0.704,0.296,0.9548,0.0015972719993442297,0.008462794125080109,0.9899398684501648,Optimum-Nutrition-Standard-Protein-Strawberry,2020-04-17,5.0,"
I just received this and it smells great! I ordered the strawberry flavor. It was packaged perfectly and sealed properly. It taste great with almond milk and a banana, I make it in the magic bullet mixer for breakfast and its so good.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,B07PD797QL
1821,3156,0.034,0.795,0.172,0.8654,0.07653424888849258,0.17116592824459076,0.7522998452186584,Optimum-Nutrition-Standard-Protein-Strawberry,2019-11-23,5.0,"
I have been using for years. I like the equity flavors particularly the fruit punch. I do not like any chocolate whey protein. Always seems to me to taste artificial so I Jean towards the fruit flavors. Love the fact that it contains lactase since I am lactose intolerant. Great product for reasonable price.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B07PD797QL
1822,3157,0.0,0.678,0.322,0.9557,0.0017757146852090955,0.015166058205068111,0.9830582141876221,Optimum-Nutrition-Standard-Protein-Strawberry,2020-02-26,5.0,"
Within the last few months, I bought this product in French vanilla and strawberry. Well, the banana cream is up there!!!  I thought the other two were great, but this one is my favorite. Blends well in shakes or yogurt. Great purchase!
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B07PD797QL
1823,3158,0.0,0.785,0.215,0.6249,0.0012854071101173759,0.0165717713534832,0.9821428656578064,Optimum-Nutrition-Standard-Protein-Strawberry,2021-02-17,5.0,"
I got the strawberry cream flavor and it tastes great. Similar flavor profile to strawberry milk.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B07PD797QL
1824,3159,0.178,0.741,0.08,-0.4895,0.9524461030960083,0.04277970641851425,0.004774157889187336,Optimum-Nutrition-Standard-Protein-Strawberry,2022-04-09,2.0,"
I know a lot of protein flavors aren’t the best so I’m not very picky but this one does not taste good at all. Would not recommend.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B07PD797QL
1825,3160,0.366,0.345,0.29,-0.0258,0.6031787395477295,0.3773442804813385,0.019476957619190216,Optimum-Nutrition-Standard-Protein-Strawberry,2020-07-07,4.0,"
No está tan Bueno como espere 💔
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B07PD797QL
1826,3161,0.0,0.71,0.29,0.6486,0.002503990661352873,0.07811401039361954,0.9193820357322693,Optimum-Nutrition-Standard-Protein-Strawberry,2019-12-13,4.0,"
Overall okay. Used it for my overnight oats. Powdery taste but good source of protein
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B07PD797QL
1827,3162,0.0,0.768,0.232,0.6275,0.007656382862478495,0.04181929677724838,0.9505243301391602,Optimum-Nutrition-Standard-Protein-Strawberry,2020-10-12,5.0,"
I got strawberry cream and it tasted better than I thought it would. Almost exactly like a strawberry milkshake.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B07PD797QL
1828,3163,0.0,0.753,0.247,0.8962,0.002558122854679823,0.023326564580202103,0.9741153717041016,Optimum-Nutrition-Standard-Protein-Strawberry,2019-12-06,5.0,"
My overall favorite flavor.  I don't buy any unless I can get this flavor. It's a must for my workouts. My son lives to drink a little as well. It blends easy in my shaker and the quality is great.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B07PD797QL
1829,3164,0.17,0.39,0.44,0.6669,0.08556070923805237,0.3783237636089325,0.5361155271530151,Optimum-Nutrition-Standard-Protein-Strawberry,2020-03-20,4.0,"
Not the best flavour but great protein.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B07PD797QL
1830,3165,0.0,1.0,0.0,0.0,0.8488575220108032,0.1343020498752594,0.016840409487485886,Optimum-Nutrition-Standard-Protein-Strawberry,2022-04-29,2.0,"
The flavor is underwhelming. Very mild compared to the other flavors.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,B07PD797QL
1831,3166,0.068,0.932,0.0,-0.1813,0.6886885166168213,0.2869865596294403,0.024324879050254822,Optimum-Nutrition-Standard-Protein-Strawberry,2022-09-20,1.0,"
The bottle was not sealed and did not have the scoop. I figured maybe it just didn’t come with one so checked it and it was soured. Idk how it happened but I ended up with used protein powder!
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B07PD797QL
1832,3167,0.33,0.22,0.451,0.2732,0.5272675156593323,0.3171187937259674,0.1556137204170227,Optimum-Nutrition-Standard-Protein-Strawberry,2020-01-09,4.0,"
Great product awful taste.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B07PD797QL
1833,3168,0.0,0.705,0.295,0.7717,0.004566343035548925,0.09417210519313812,0.9012615084648132,Optimum-Nutrition-Standard-Protein-Strawberry,2020-03-29,5.0,"
Best one on the market IMO. Tastes like the strawberry n creme lifesavers from back in the day.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B07PD797QL
1834,3169,0.069,0.648,0.283,0.743,0.0027047409676015377,0.0463106669485569,0.950984537601471,Optimum-Nutrition-Standard-Protein-Strawberry,2020-03-02,5.0,"
Great tasting product. It dissolves real easy in my morning shake when used with Almond Mils and frozen berries.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B07PD797QL
1835,3170,0.0,0.365,0.635,0.8655,0.2764545679092407,0.398495078086853,0.3250502943992615,Optimum-Nutrition-Standard-Protein-Strawberry,2019-08-19,4.0,"
Didn’t love flavor and I love strawberry!
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B07PD797QL
1836,3171,0.0,1.0,0.0,0.0,0.1888217329978943,0.6883590221405029,0.12281929701566696,Optimum-Nutrition-Standard-Protein-Strawberry,2020-11-05,5.0,"
Ordered many times !
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B07PD797QL
1837,3172,0.109,0.543,0.349,0.7069,0.0105376485735178,0.05001587048172951,0.9394465088844299,Optimum-Nutrition-Standard-Protein-Strawberry,2020-02-14,5.0,"
This flavor tastes better than I expected, no more double rich chocolate for me!
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B07PD797QL
1838,3173,0.222,0.778,0.0,-0.7189,0.9683020710945129,0.028598519042134285,0.0030994012486189604,Optimum-Nutrition-Standard-Protein-Strawberry,2022-08-10,1.0,"
The taste is bland an not really as good as others in this brand. So I was very disappointed to say the least.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B07PD797QL
1839,3174,0.0,0.848,0.152,0.3612,0.007657212670892477,0.18787725269794464,0.8044655323028564,Optimum-Nutrition-Standard-Protein-Strawberry,2019-11-23,5.0,"
Right on 5 stars all across the board tastes like it's quoted Strawberries and cream.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B07PD797QL
1840,3175,0.153,0.72,0.127,-0.6187,0.875189483165741,0.0947013720870018,0.03010912984609604,Optimum-Nutrition-Standard-Protein-Strawberry,2020-02-27,2.0,"
The product blends well in my shaker, and the ingredients are pretty good. The price is good. All that to say the Strawberries and Cream flavor is awful. I don’t have anything to even compare it to. The after taste is bad as well. I’m still choking it down bc I don’t want to waste the money or the protein, but get another flavor. Strawberries and Cream is terrible.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,B07PD797QL
1841,3176,0.211,0.789,0.0,-0.3412,0.8774247765541077,0.11416115611791611,0.008414075709879398,Optimum-Nutrition-Standard-Protein-Strawberry,2020-04-30,3.0,"
It was not a good taste for me at least.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B07PD797QL
1842,3177,0.13,0.688,0.182,0.4754,0.7867484092712402,0.18070769309997559,0.032543838024139404,Optimum-Nutrition-Standard-Protein-Strawberry,2022-05-23,1.0,"
This product had no seal indicating that it was either opened before arrival or was tampered with in some other way. Super disappointed as this is the protein powder I most enjoy.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B07PD797QL
1843,3178,0.0,0.515,0.485,0.765,0.1040039137005806,0.23434923589229584,0.6616469025611877,Optimum-Nutrition-Standard-Protein-Strawberry,2020-01-03,5.0,"
Great product, haven’t tried a flavor I didn’t like.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B07PD797QL
1844,3179,0.0,0.815,0.185,0.3612,0.4476679265499115,0.4722633957862854,0.08006863296031952,Optimum-Nutrition-Standard-Protein-Strawberry,2020-02-19,3.0,"
Taste and smell are like chemicals. Works as a protein powder otherwise.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B07PD797QL
1845,3180,0.0,0.6,0.4,0.6114,0.49394291639328003,0.39007043838500977,0.11598660051822662,Optimum-Nutrition-Standard-Protein-Strawberry,2020-03-02,3.0,"
Delicious protein powder!Edited review$44 is too much.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B07PD797QL
1846,3181,0.0,1.0,0.0,0.0,0.7588251829147339,0.23071223497390747,0.010462592355906963,Optimum-Nutrition-Standard-Protein-Strawberry,2022-09-13,1.0,"
Contains soy, they won't let me return
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B07PD797QL
1847,3182,0.0,1.0,0.0,0.0,0.06363189965486526,0.7424545884132385,0.1939135640859604,Optimum-Nutrition-Standard-Protein-Strawberry,2022-10-15,1.0,"
Strawberry
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B07PD797QL
1848,3183,0.0,0.219,0.781,0.936,0.001585187972523272,0.023975038900971413,0.9744397401809692,Optimum-Nutrition-Standard-Protein-Strawberry,2019-06-27,5.0,"
Great protein blends pretty good with great flavor
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B07PD797QL
1849,3184,0.0,1.0,0.0,0.0,0.14334167540073395,0.6292915940284729,0.22736674547195435,Optimum-Nutrition-Standard-Protein-Strawberry,2020-02-24,5.0,"
A+
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B07PD797QL
1850,3185,0.0,0.697,0.303,0.6249,0.004630998242646456,0.06386814266443253,0.9315009117126465,Optimum-Nutrition-Standard-Protein-Strawberry,2021-01-30,2.0,"
This is how Amazon delivered this.Two stars because I have a feeling the flavor might be good
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=9,B07PD797QL
1851,3186,0.0,1.0,0.0,0.0,0.19327275454998016,0.7686795592308044,0.038047607988119125,Optimum-Nutrition-Standard-Protein-Strawberry,2021-06-18,2.0,"
Was not sealed when opened .
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B07PD797QL
1852,3187,0.428,0.572,0.0,-0.6696,0.9701892137527466,0.025906523689627647,0.0039043291471898556,Optimum-Nutrition-Standard-Protein-Strawberry,2021-03-04,2.0,"
It taste so bad never using again
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B07PD797QL
1853,3188,0.175,0.791,0.034,-0.8134,0.979902446269989,0.017283113673329353,0.0028143287636339664,Optimum-Nutrition-Standard-Protein-Strawberry,2020-12-03,1.0,"
Worst tasting protein powder I have ever tried. It kind of stinks too. I don't know if it's only my flavour,but can't stand the taste and the smell of it. Didn't want to return just because i've  opened and tried it a few times to give it a chance. Waste of money
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B07PD797QL
1854,3189,0.0,1.0,0.0,0.0,0.11572379618883133,0.7663937211036682,0.11788244545459747,Optimum-Nutrition-Standard-Protein-Strawberry,2022-12-10,5.0,"
Súper rico
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B07PD797QL
1855,3190,0.0,0.422,0.578,0.8625,0.045602813363075256,0.29960373044013977,0.6547935009002686,Optimum-Nutrition-Standard-Protein-Strawberry,2022-12-01,5.0,"
Not as flavorful as I like but still good honestly.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B07PD797QL
1856,3191,0.0,0.788,0.212,0.7906,0.8857391476631165,0.10179391503334045,0.012466943822801113,Optimum-Nutrition-Standard-Protein-Strawberry,2021-03-05,1.0,"
The flavor was good but I opened it and it wasn’t filled all the way. I wasn’t happy about that and I won’t buy it from here again
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B07PD797QL
1857,3192,0.055,0.829,0.116,0.34,0.49103379249572754,0.3342529535293579,0.17471331357955933,Optimum-Nutrition-Standard-Protein-Strawberry,2020-02-13,1.0,"
It looked good and according to Amazon and their website there was no sucralose however when it arrived and I tasted it I noticed the obvious taste of artificial sugar and immediately returned it.  False advertising.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B07PD797QL
1858,3193,0.0,0.326,0.674,0.7351,0.003697821404784918,0.061643220484256744,0.934658944606781,Optimum-Nutrition-Standard-Protein-Strawberry,2022-08-12,5.0,"
Mixes well and tastes great
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B07PD797QL
1859,3194,0.0,0.556,0.444,0.4927,0.005034591071307659,0.07202697545289993,0.9229384660720825,Optimum-Nutrition-Standard-Protein-Strawberry,2022-08-11,5.0,"
very good, even with water
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B07PD797QL
1860,3195,0.186,0.603,0.211,0.2263,0.8099425435066223,0.14707539975643158,0.0429820641875267,Optimum-Nutrition-Standard-Protein-Strawberry,2020-01-28,1.0,"
The flavor is the problem with the Strawberries and Cream. It is abhorrent. It tastes far too artificial.The Double Rich Chocolate is great though. Get that.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Strawberry/product-reviews/B07PD797QL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=10,B07PD797QL
1861,3196,0.164,0.484,0.352,0.5953,0.8856170177459717,0.09911195188760757,0.015271074138581753,Optimum-Nutrition-Standard-Protein-Chocolate,2023-01-19,5.0,"
Great brand. Chocolate peanut butter flavor was really gross! Please reevaluate flavor process!
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Chocolate/product-reviews/B07DJL1PJT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,B07DJL1PJT
1862,3197,0.194,0.667,0.139,-0.25,0.7998958230018616,0.1810256987810135,0.019078534096479416,Optimum-Nutrition-Standard-Protein-Chocolate,2022-12-10,5.0,"
Stick with the classics don’t buy the chocolate peanut butter it tastes like poison
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Chocolate/product-reviews/B07DJL1PJT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,B07DJL1PJT
1863,3198,0.136,0.72,0.144,-0.3506,0.8880927562713623,0.09554921835660934,0.016358032822608948,Optimum-Nutrition-Standard-Protein-Chocolate,2022-09-14,4.0,"
Milk chocolate is good and I generally like gold standard protein but the peanut butter chocolate is disgusting. It doesn’t even resemble the taste of peanut butter. There is not even a derivative of peanut butter in the ingredients. Just tastes like a chemically laden failed lab experiment to create a peanut butter flavor.
",https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Chocolate/product-reviews/B07DJL1PJT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=1,B07DJL1PJT
